regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
FBgn0033748	FBgn0085447	5.0	5.0	1.0	0.99998090703274845	0.0
FBgn0000251	FBgn0003527	5.0	5.0	1.0	0.99998090703274845	0.0
FBgn0033748	FBgn0043550	5.0	5.0	1.0	0.99998090703274845	0.0
FBgn0033748	FBgn0263116	5.0	5.0	1.0	0.99997356934337334	0.0
FBgn0000492	FBgn0033113	5.0	5.0	0.93565520509737632	0.99996563265894722	0.0
FBgn0000492	FBgn0267568	5.0	5.0	0.93565520509737632	0.99996563265894722	0.0
FBgn0033748	FBgn0053983	5.0	5.0	1.0	0.99996196381425972	0.0
FBgn0000492	FBgn0033610	5.0	5.0	0.78688818408924865	0.99994953466695091	0.0
FBgn0000492	FBgn0264500	5.0	5.0	0.69496479372932918	0.99994354471644065	0.0
FBgn0000492	FBgn0265611	5.0	5.0	0.75740728070586927	0.99993650652459098	0.0
FBgn0005638	FBgn0028424	5.0	5.0	0.63475606816102104	0.99993575778077726	0.0
FBgn0000251	FBgn0032894	5.0	5.0	0.48340563875110287	0.99993283767990349	0.0
FBgn0005638	FBgn0037850	5.0	5.0	0.51721064941463157	0.99993021707655527	0.0
FBgn0005638	FBgn0052625	5.0	5.0	0.8228037343361565	0.99992228039212916	0.0
FBgn0005638	FBgn0000075	5.0	5.0	0.6195795249995395	0.9999107497373968	0.0
FBgn0000492	FBgn0028487	5.0	5.0	0.51703054531502901	0.99989966832895283	0.0
FBgn0033748	FBgn0082999	5.0	5.0	0.46473465966154126	0.99989749697189279	0.0
FBgn0000251	FBgn0032211	5.0	5.0	0.36104819586353165	0.9998958497355025	0.0
FBgn0000492	FBgn0267991	5.0	5.0	0.38393378554796886	0.99989173164452672	0.0
FBgn0000251	FBgn0035000	5.0	5.0	0.29864917913471645	0.99987495978309793	0.0
FBgn0000251	FBgn0051041	5.0	5.0	0.30389828367468663	0.99987421103928409	0.0
FBgn0033748	FBgn0036091	5.0	5.0	0.49640314216080217	0.99986447736970496	0.0
FBgn0025776	FBgn0266041	5.0	5.0	0.4392383836024375	0.99985893666548287	0.0
FBgn0033748	FBgn0267776	5.0	5.0	0.2998817855299245	0.99984186530652863	0.0
FBgn0033748	FBgn0263379	5.0	5.0	0.34354701242412411	0.9998394693263245	0.0
FBgn0033748	FBgn0053514	5.0	5.0	0.28587693836213124	0.99983902008003622	0.0
FBgn0000492	FBgn0037046	5.0	5.0	0.26493608318526152	0.99983138289313567	0.0
FBgn0000251	FBgn0032235	5.0	5.0	0.21389255154227149	0.99983033465179627	0.0
FBgn0000251	FBgn0284082	5.0	5.0	0.23240682453586148	0.99982913666169426	0.0
FBgn0033748	FBgn0035109	5.0	5.0	0.29524164312398682	0.99982644118396469	0.0
FBgn0000492	FBgn0037728	-5.0	5.0	0.29073514726078564	0.999823745706235	0.0
FBgn0033748	FBgn0023540	5.0	5.0	0.34404871783766799	0.99982149947479371	0.0
FBgn0005638	FBgn0040319	5.0	5.0	0.32723375038094715	0.99981895374582674	0.0
FBgn0000251	FBgn0085243	5.0	5.0	0.23422511561025006	0.99981371253913032	0.0
FBgn0000251	FBgn0038547	5.0	5.0	0.25041280232301788	0.99980817183490833	0.0
FBgn0033748	FBgn0003312	5.0	5.0	0.22381248757974692	0.99979918690914282	0.0
FBgn0000251	FBgn0054057	5.0	5.0	0.2586587822381623	0.99979574268759941	0.0
FBgn0005638	FBgn0031498	5.0	5.0	0.21675640164790522	0.99979364620492084	0.0
FBgn0005638	FBgn0039006	5.0	5.0	0.42053363048980452	0.99979364620492084	0.0
FBgn0005638	FBgn0259711	5.0	5.0	0.20466606821695044	0.99978975273708914	0.0
FBgn0033748	FBgn0053200	5.0	5.0	0.21382812126953632	0.99978421203286716	0.0
FBgn0033748	FBgn0038348	5.0	5.0	0.24707322172739488	0.99976624218133636	0.0
FBgn0000251	FBgn0032221	5.0	5.0	0.22183826885076019	0.9997647446937088	0.0
FBgn0000492	FBgn0026378	5.0	5.0	0.24759097928849294	0.99974048539414206	0.0
FBgn0025776	FBgn0267815	5.0	5.0	0.23019779289713294	0.99973913765527733	0.0
FBgn0000251	FBgn0032422	5.0	5.0	0.15400009318938501	0.99970634267623348	0.0
FBgn0000492	FBgn0032002	5.0	5.0	0.23503357056411522	0.99970199996211351	0.0
FBgn0000492	FBgn0004406	5.0	5.0	0.1975858550780677	0.99969556076531496	0.0
FBgn0000492	FBgn0262987	5.0	5.0	0.21404254165128134	0.99968627634202412	0.0
FBgn0025776	FBgn0030691	5.0	5.0	0.33628254504622912	0.99968298186924343	0.0
FBgn0000251	FBgn0032150	5.0	5.0	0.13742342414951703	0.99968238287419242	0.0
FBgn0000251	FBgn0033159	5.0	5.0	0.26837120423071992	0.9996760934261566	0.0
FBgn0005638	FBgn0032836	5.0	5.0	0.22989539463411002	0.9996632150325595	0.0
FBgn0003870	FBgn0261592	-5.0	5.0	0.15237213244421344	0.99966291553503395	0.0
FBgn0000492	FBgn0053096	5.0	5.0	0.14522298930103084	0.99965033663896241	0.0
FBgn0023489	FBgn0037950	5.0	5.0	0.12927587434548027	0.99964457131159623	0.0
FBgn0023489	FBgn0035431	5.0	5.0	0.12927587434548027	0.99964457131159623	0.0
FBgn0023489	FBgn0038248	5.0	5.0	0.12927587434548027	0.99964457131159623	0.0
FBgn0023489	FBgn0263705	5.0	5.0	0.12927587434548027	0.99964457131159623	0.0
FBgn0023489	FBgn0023197	5.0	5.0	0.12927587434548027	0.99964457131159623	0.0
FBgn0000492	FBgn0035627	5.0	5.0	0.18649592242732227	0.99960675974900015	0.0
FBgn0000251	FBgn0053978	5.0	5.0	0.20890626414801006	0.99960616075394904	0.0
FBgn0000492	FBgn0032671	5.0	5.0	0.14994653010035219	0.99960121904477806	0.0
FBgn0000492	FBgn0038760	5.0	5.0	0.13699560879818229	0.99957755874026244	0.0
FBgn0010768	FBgn0004362	-5.0	5.0	0.11883722967169996	0.99956393160285162	1.0
FBgn0033748	FBgn0033979	5.0	5.0	0.12521606190286827	0.99954551250503254	0.0
FBgn0000492	FBgn0036662	5.0	5.0	0.15112851564479213	0.99953997180081045	0.0
FBgn0000251	FBgn0000146	5.0	5.0	0.17297262120839052	0.99952754265350163	0.0
FBgn0000492	FBgn0036964	5.0	5.0	0.15399689905920144	0.99952574566834862	0.0
