regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
FBgn0001291	FBgn0050476	15.0	15.0	0.1014595145226887	0.74768316925022393	1.0
FBgn0003567	FBgn0027291	15.0	15.0	0.10774049356511545	0.74756443451873023	1.0
FBgn0004050	FBgn0086605	-15.0	15.0	0.10648254900386556	0.74748779738539783	1.0
FBgn0001981	FBgn0028582	-15.0	15.0	0.10239826246519645	0.74745707751646928	1.0
FBgn0001981	FBgn0030400	15.0	15.0	0.097603454070180395	0.7473433002241413	1.0
FBgn0004396	FBgn0261258	15.0	15.0	0.09425723933723873	0.74723569941339674	1.0
FBgn0001981	FBgn0034091	15.0	15.0	0.10315126740230468	0.74719807163743401	1.0
FBgn0001994	FBgn0030670	15.0	15.0	0.099836319200805046	0.74699359758922168	1.0
FBgn0001981	FBgn0283499	15.0	15.0	0.094645320521650589	0.74682496338809268	1.0
FBgn0004396	FBgn0033699	15.0	15.0	0.096240227027481529	0.74681675516914625	1.0
FBgn0000014	FBgn0004903	15.0	15.0	0.092771974188508965	0.74681106630452976	1.0
FBgn0023094	FBgn0028582	15.0	15.0	0.090166808675959331	0.74680732790778193	1.0
FBgn0027339	FBgn0005777	15.0	15.0	0.091723413125601339	0.74676555538759859	1.0
FBgn0004396	FBgn0034723	-15.0	15.0	0.095418571056157031	0.74628118920025943	1.0
FBgn0004396	FBgn0032123	-15.0	15.0	0.082161406269054049	0.74609670744769907	1.0
FBgn0040918	FBgn0010408	-14.0	14.0	0.1949287696701234	0.6998404679822573	0.0
FBgn0259938	FBgn0000463	14.0	14.0	0.14579632549791227	0.69934773103698245	1.0
FBgn0259938	FBgn0028371	14.0	14.0	0.1296056277913849	0.69922119443401487	1.0
FBgn0000567	FBgn0267001	14.0	14.0	0.13937880992387014	0.69908262994585824	1.0
FBgn0004893	FBgn0261599	14.0	14.0	0.14165493785124689	0.69901883339266002	1.0
FBgn0259938	FBgn0002733	-14.0	14.0	0.12436860256021764	0.69886929752274329	0.0
FBgn0032587	FBgn0004403	-14.0	14.0	0.12312706198331208	0.69882394914480106	1.0
FBgn0004396	FBgn0015773	-14.0	14.0	0.12995779415380732	0.69874877486237008	1.0
FBgn0035407	FBgn0032587	14.0	14.0	0.12308221396721281	0.69864816322815437	1.0
FBgn0040918	FBgn0031645	-14.0	14.0	0.11250390257673393	0.69856339914537002	0.0
FBgn0030673	FBgn0031245	14.0	14.0	0.11424503062825614	0.69853974972246469	1.0
FBgn0000567	FBgn0030237	14.0	14.0	0.10720792818310498	0.69852764056778116	1.0
FBgn0027339	FBgn0010411	14.0	14.0	0.11569397809217946	0.69844531456983239	1.0
FBgn0004396	FBgn0000568	-14.0	14.0	0.12396972811298568	0.69843377430161058	1.0
FBgn0000370	FBgn0030309	14.0	14.0	0.11271491108570952	0.69838184309461226	1.0
FBgn0032587	FBgn0034398	14.0	14.0	0.11423157065942408	0.69838029897421638	1.0
FBgn0027339	FBgn0030136	14.0	14.0	0.10961522489228109	0.69835185465113447	1.0
FBgn0040918	FBgn0029804	14.0	14.0	0.10362702630973347	0.69823279484166267	1.0
FBgn0037207	FBgn0004644	-14.0	14.0	0.10825084029416504	0.69814746187241661	1.0
FBgn0037206	FBgn0085229	14.0	14.0	0.1055460700792315	0.69806448571851176	1.0
FBgn0027339	FBgn0002592	14.0	14.0	0.10216218363582397	0.69799158698192731	1.0
FBgn0003118	FBgn0003435	14.0	14.0	0.10112657495792343	0.69774607183898241	1.0
FBgn0043457	FBgn0001624	14.0	14.0	0.10323263060344623	0.69771844021084561	1.0
FBgn0004396	FBgn0005640	-14.0	14.0	0.094200422793089156	0.69766472107496791	1.0
FBgn0004396	FBgn0002592	14.0	14.0	0.10156150805893233	0.697646923055668	1.0
FBgn0013263	FBgn0039464	14.0	14.0	0.10194911147752617	0.69762644314304889	1.0
FBgn0000964	FBgn0260027	-14.0	14.0	0.096882004667958599	0.69745780894191989	1.0
FBgn0001168	FBgn0024811	14.0	14.0	0.087970555346565282	0.69744545597875285	1.0
FBgn0045759	FBgn0038868	14.0	14.0	0.088574248532140631	0.69737946514920268	1.0
FBgn0004396	FBgn0259935	-14.0	14.0	0.088037191892662292	0.69721578838723941	1.0
FBgn0030899	FBgn0085376	-14.0	14.0	0.090857243494247564	0.69719855925440111	1.0
FBgn0000286	FBgn0260799	14.0	14.0	0.078096740548390553	0.69699408520618888	1.0
FBgn0001981	FBgn0264895	14.0	14.0	0.094840942078337542	0.69696019582697399	1.0
FBgn0004396	FBgn0086442	-14.0	14.0	0.092272926625440899	0.69693150769540846	1.0
FBgn0043457	FBgn0022238	14.0	14.0	0.087944678991070557	0.69691305952015237	1.0
FBgn0004396	FBgn0085370	-14.0	14.0	0.092012040722496358	0.69678644164769021	1.0
FBgn0001981	FBgn0039776	-14.0	14.0	0.09055721185167992	0.69668111638279229	1.0
FBgn0005694	FBgn0000382	14.0	14.0	0.083318188961689077	0.69656969590580542	1.0
FBgn0052105	FBgn0035588	14.0	14.0	0.078048138097255804	0.69643950217558437	1.0
FBgn0052105	FBgn0015609	-14.0	14.0	0.086261779251889714	0.69638082560054093	1.0
FBgn0034946	FBgn0036136	14.0	14.0	0.080953542513353516	0.69634718002980966	1.0
FBgn0004865	FBgn0262579	14.0	14.0	0.07569702967190528	0.6961413244001905	1.0
FBgn0001981	FBgn0267795	14.0	14.0	0.074511533237530514	0.69610158361737018	1.0
FBgn0005694	FBgn0085370	14.0	14.0	0.075458853239233181	0.69595416075431094	1.0
FBgn0010109	FBgn0002733	13.0	13.0	0.1278188286828939	0.64920014563493422	0.0
FBgn0030505	FBgn0015756	13.0	13.0	0.12184260084723803	0.64913082275610867	0.0
FBgn0001981	FBgn0038834	13.0	13.0	0.12314573888927016	0.64901119406017516	1.0
FBgn0040918	FBgn0002590	-13.0	13.0	0.11843698645808665	0.64899063287806158	0.0
FBgn0011236	FBgn0259923	13.0	13.0	0.12493038069193269	0.64898941383564379	1.0
FBgn0035144	FBgn0032217	13.0	13.0	0.11612835805220045	0.64866758663734458	1.0
FBgn0002633	FBgn0032120	13.0	13.0	0.12288448298047816	0.64853081007806745	1.0
FBgn0259938	FBgn0010078	-13.0	13.0	0.10049030921016572	0.64851520633511961	0.0
FBgn0003460	FBgn0250754	-13.0	13.0	0.10684385092818005	0.64848960644434583	0.0
FBgn0259789	FBgn0036398	13.0	13.0	0.1070396835079081	0.64837932374028218	1.0
FBgn0033782	FBgn0004359	13.0	13.0	0.10300074726809144	0.6482382398977955	1.0
FBgn0004396	FBgn0000658	-13.0	13.0	0.10337775247896192	0.64820199370323961	1.0
FBgn0004892	FBgn0033208	13.0	13.0	0.086694409619357093	0.64805099498242136	1.0
FBgn0004865	FBgn0028490	13.0	13.0	0.099161638588999457	0.64794851414983168	1.0
FBgn0000097	FBgn0267385	13.0	13.0	0.093727249399004731	0.64793884307998384	1.0
FBgn0029822	FBgn0010621	13.0	13.0	0.10417141518075113	0.64789243819861286	1.0
FBgn0004865	FBgn0030873	-13.0	13.0	0.088183092551623876	0.64781474456185173	1.0
FBgn0023094	FBgn0035987	13.0	13.0	0.093793501826266557	0.64764090911307348	1.0
FBgn0001981	FBgn0004167	-13.0	13.0	0.094005928931645832	0.64762408632770785	1.0
FBgn0000028	FBgn0003862	13.0	13.0	0.093116330054132002	0.6475811760346013	1.0
FBgn0039740	FBgn0041191	13.0	13.0	0.091618166372802345	0.64746284765058015	1.0
FBgn0032587	FBgn0034354	-13.0	13.0	0.092023216895959825	0.64744634994319261	1.0
FBgn0032940	FBgn0260659	13.0	13.0	0.0923828790956574	0.64740408980604225	1.0
FBgn0004396	FBgn0028342	13.0	13.0	0.081506322839744128	0.6473249333183797	1.0
FBgn0052105	FBgn0031764	13.0	13.0	0.085787391549929815	0.64719205769483956	1.0
FBgn0000591	FBgn0265298	13.0	13.0	0.087970514738909433	0.64718116758257382	1.0
FBgn0004396	FBgn0038071	-13.0	13.0	0.088575133834905395	0.64716288194630689	1.0
FBgn0032940	FBgn0041094	-13.0	13.0	0.077968847290472099	0.6469671850035027	1.0
FBgn0043457	FBgn0085430	13.0	13.0	0.081071010719779846	0.6469431292331248	1.0
FBgn0005694	FBgn0259735	13.0	13.0	0.074050018608873003	0.64691484744903183	1.0
FBgn0023094	FBgn0033551	13.0	13.0	0.081642929692169297	0.64671752511633729	1.0
FBgn0039169	FBgn0039883	13.0	13.0	0.077969403815322746	0.6466322734165858	1.0
FBgn0019650	FBgn0000139	13.0	13.0	0.085201717468241067	0.64657814793323554	1.0
FBgn0001981	FBgn0259176	13.0	13.0	0.076027587737267366	0.64650874378491541	1.0
FBgn0005694	FBgn0261836	13.0	13.0	0.076276000251341958	0.64588947023667298	1.0
FBgn0004396	FBgn0034138	13.0	13.0	0.070843744926281871	0.64580186172158049	1.0
FBgn0035144	FBgn0033100	12.0	12.0	0.12543493367940267	0.5992045341876383	0.0
FBgn0030505	FBgn0261597	12.0	12.0	0.11547934724986414	0.59916584990824673	0.0
FBgn0002734	FBgn0035968	12.0	12.0	0.1277940927095691	0.59910847364511566	1.0
FBgn0000567	FBgn0051324	12.0	12.0	0.11324602848134557	0.59906377542312961	1.0
FBgn0259938	FBgn0003941	-12.0	12.0	0.11819317177206978	0.59896129459053993	0.0
FBgn0000286	FBgn0034968	-12.0	12.0	0.11252395508921892	0.59894812893242766	0.0
FBgn0005612	FBgn0037012	12.0	12.0	0.10026776012952632	0.59870074459110878	1.0
FBgn0010109	FBgn0259173	12.0	12.0	0.10466869857180966	0.59865629017760635	1.0
FBgn0003118	FBgn0011666	12.0	12.0	0.093200043237928909	0.59863255948520655	1.0
FBgn0032223	FBgn0051676	12.0	12.0	0.095104292128457169	0.59859078696502321	0.0
FBgn0035405	FBgn0051992	12.0	12.0	0.094916659950525895	0.59849927751419374	1.0
FBgn0002922	FBgn0004888	12.0	12.0	0.098314849344455724	0.59834462166612212	1.0
FBgn0001981	FBgn0030484	12.0	12.0	0.099496792696491865	0.59831617734304021	1.0
FBgn0004396	FBgn0085446	-12.0	12.0	0.092729171790167098	0.59823385134509144	1.0
FBgn0034599	FBgn0026199	12.0	12.0	0.092552055938251832	0.59818135125163152	1.0
FBgn0005558	FBgn0266064	-12.0	12.0	0.092267093493361485	0.59816769797655212	1.0
FBgn0003567	FBgn0038893	12.0	12.0	0.091570587861454722	0.59811974897478537	1.0
FBgn0000459	FBgn0037891	12.0	12.0	0.083992891981172435	0.59811544169157582	1.0
FBgn0001325	FBgn0033518	12.0	12.0	0.080607918281330515	0.5980997566791334	1.0
FBgn0003345	FBgn0030306	12.0	12.0	0.083106766683689992	0.59808569705658143	1.0
FBgn0015904	FBgn0039732	12.0	12.0	0.093654859481970776	0.59807342536290897	1.0
FBgn0004870	FBgn0038868	12.0	12.0	0.085925084865423773	0.59798256606803557	1.0
FBgn0043457	FBgn0267348	12.0	12.0	0.089999691065104304	0.59781856422809421	1.0
FBgn0013263	FBgn0031738	12.0	12.0	0.082170633765108358	0.59774176455577277	1.0
FBgn0000286	FBgn0031229	12.0	12.0	0.080759881645231901	0.59771153230381135	1.0
FBgn0040918	FBgn0002633	-12.0	12.0	0.081645675742622381	0.59767236040745275	0.0
FBgn0035849	FBgn0037134	12.0	12.0	0.084388302450118746	0.59761002670515595	1.0
FBgn0002521	FBgn0010621	12.0	12.0	0.082637977952415675	0.59752810705467974	1.0
FBgn0014343	FBgn0053635	12.0	12.0	0.0893718611146046	0.59748706595994716	1.0
FBgn0052105	FBgn0003346	12.0	12.0	0.069612711035872021	0.59739970125333819	1.0
FBgn0032940	FBgn0000253	-12.0	12.0	0.078951733028415738	0.59737515786599316	1.0
FBgn0034946	FBgn0040309	12.0	12.0	0.083661519183208077	0.59737215089469586	1.0
FBgn0000370	FBgn0261283	12.0	12.0	0.080316612667356402	0.59734370657161384	1.0
FBgn0019650	FBgn0010039	12.0	12.0	0.080637171439391586	0.59726227453810488	0.0
FBgn0023094	FBgn0023526	-12.0	12.0	0.077171501172821455	0.59718628756072867	1.0
FBgn0004510	FBgn0038535	-12.0	12.0	0.082654063454474624	0.59711412024959487	1.0
FBgn0045759	FBgn0036398	12.0	12.0	0.074201432870494632	0.59711347009363869	1.0
FBgn0004396	FBgn0263392	-12.0	12.0	0.082868361598779361	0.59705812556787063	1.0
FBgn0003567	FBgn0002914	12.0	12.0	0.077441203679859794	0.59703195679063514	1.0
FBgn0001981	FBgn0086690	-12.0	12.0	0.07653742498006405	0.59702114794786398	1.0
FBgn0004396	FBgn0026259	12.0	12.0	0.076612404156920333	0.59700651943885041	1.0
FBgn0032130	FBgn0030685	12.0	12.0	0.07271753510584994	0.59699717344698056	1.0
FBgn0023094	FBgn0033538	12.0	12.0	0.082276464864504739	0.59697344275458075	1.0
FBgn0027339	FBgn0011289	12.0	12.0	0.074148472894844497	0.59692012996617561	1.0
FBgn0045759	FBgn0034646	12.0	12.0	0.076971671184961787	0.59684780011605287	1.0
FBgn0032940	FBgn0038476	12.0	12.0	0.075473127831474696	0.5968109037655408	1.0
FBgn0004396	FBgn0036030	12.0	12.0	0.079438572769126914	0.59668298558116628	1.0
FBgn0004865	FBgn0010422	-12.0	12.0	0.075827704184220079	0.59656993971428895	1.0
FBgn0043457	FBgn0000568	12.0	12.0	0.079185515945190244	0.5965386509588988	1.0
FBgn0004652	FBgn0011297	12.0	12.0	0.068742072040686775	0.59650012921849627	1.0
FBgn0001981	FBgn0029824	12.0	12.0	0.075539278648162844	0.59629134788707439	1.0
FBgn0040918	FBgn0002593	-11.0	11.0	0.14285138267886571	0.54977537111714669	0.0
FBgn0038418	FBgn0034109	11.0	11.0	0.12663127002352548	0.5496631379452146	0.0
FBgn0259938	FBgn0047095	11.0	11.0	0.11113457262922566	0.54943200750279975	0.0
FBgn0002922	FBgn0003137	-11.0	11.0	0.11274935608229958	0.5494214424685121	0.0
FBgn0010109	FBgn0267910	-11.0	11.0	0.10473522983230443	0.54927174405960633	0.0
FBgn0032223	FBgn0267001	11.0	11.0	0.11055556265678074	0.5492364730989846	1.0
FBgn0037207	FBgn0014411	-11.0	11.0	0.10294365561463503	0.54916836926257684	0.0
FBgn0030673	FBgn0031436	11.0	11.0	0.098808680258479165	0.54910254097201561	1.0
FBgn0259938	FBgn0259984	11.0	11.0	0.091665736768947848	0.5489282991757648	1.0
FBgn0000504	FBgn0033313	11.0	11.0	0.082492410554954154	0.54889522249149514	0.0
FBgn0017578	FBgn0260008	-11.0	11.0	0.091874078476750165	0.54887238576353503	0.0
FBgn0000567	FBgn0029791	11.0	11.0	0.094689395565333401	0.54887076037364457	1.0
FBgn0019650	FBgn0030309	11.0	11.0	0.096160782430103009	0.54885718836805975	1.0
FBgn0002633	FBgn0085300	11.0	11.0	0.083864982125373133	0.54884304747601331	0.0
FBgn0032223	FBgn0026403	11.0	11.0	0.080189592205788918	0.54880818286286426	0.0
FBgn0016076	FBgn0032587	11.0	11.0	0.083265373348623273	0.54875730815929469	1.0
FBgn0035160	FBgn0001942	11.0	11.0	0.086997328895943027	0.54872471909199216	1.0
FBgn0000577	FBgn0002413	11.0	11.0	0.09161844733222485	0.54871017185247306	1.0
FBgn0005612	FBgn0027601	11.0	11.0	0.08560439876642334	0.54870505187431839	1.0
FBgn0000286	FBgn0014143	11.0	11.0	0.097905649148282869	0.54868684750754593	1.0
FBgn0002922	FBgn0031245	11.0	11.0	0.088076730176682716	0.5485856669868685	1.0
FBgn0040918	FBgn0039713	-11.0	11.0	0.088062512051725217	0.5485087860450526	0.0
FBgn0035144	FBgn0036887	11.0	11.0	0.085624089097325495	0.54849399499704987	1.0
FBgn0000028	FBgn0284221	11.0	11.0	0.092232819204151217	0.54845823641946112	1.0
FBgn0054031	FBgn0085376	-11.0	11.0	0.090939031658899494	0.54845189739888855	1.0
FBgn0003053	FBgn0028837	11.0	11.0	0.081942199790486892	0.54833909534049485	1.0
FBgn0032940	FBgn0083121	11.0	11.0	0.074441809743431286	0.54829553489143212	1.0
FBgn0004893	FBgn0261592	11.0	11.0	0.088226585838140248	0.54828675778602387	1.0
FBgn0035405	FBgn0026427	11.0	11.0	0.0794448347865927	0.54821215239005461	1.0
FBgn0032223	FBgn0083228	11.0	11.0	0.084522072026115114	0.54818183886859861	0.0
FBgn0014343	FBgn0035871	11.0	11.0	0.084572852356303851	0.54817005479189318	1.0
FBgn0001981	FBgn0262353	11.0	11.0	0.072163636402901632	0.54812730703777568	1.0
FBgn0013263	FBgn0039149	11.0	11.0	0.084279131742841795	0.54812560037839075	1.0
FBgn0034599	FBgn0036813	11.0	11.0	0.085043882032234619	0.54807131235605144	1.0
FBgn0032940	FBgn0039209	-11.0	11.0	0.070828570559379134	0.5480117418165682	1.0
FBgn0259789	FBgn0036515	11.0	11.0	0.078170284692864245	0.54799158698192729	1.0
FBgn0002985	FBgn0030788	11.0	11.0	0.085216506510532586	0.54798882381911362	1.0
FBgn0263108	FBgn0039507	11.0	11.0	0.070559205019079307	0.54796728740306577	1.0
FBgn0000286	FBgn0031253	11.0	11.0	0.082135215187268518	0.54796167980794397	0.0
FBgn0261113	FBgn0260944	11.0	11.0	0.080754138802781927	0.54792640884732224	1.0
FBgn0038787	FBgn0031049	11.0	11.0	0.065719299370045614	0.54791941967079349	1.0
FBgn0038197	FBgn0023167	11.0	11.0	0.071592571058003651	0.54789463247496495	1.0
FBgn0004396	FBgn0031904	11.0	11.0	0.076751354632711044	0.54786813861975137	1.0
FBgn0002922	FBgn0263911	11.0	11.0	0.076893330796819204	0.54783644351688865	1.0
FBgn0032223	FBgn0260985	-11.0	11.0	0.073980332854331199	0.54782368420624894	0.0
FBgn0000567	FBgn0032986	11.0	11.0	0.080227611298599899	0.54773469410974962	1.0
FBgn0003053	FBgn0262801	11.0	11.0	0.073602559906754073	0.54772071575669212	1.0
FBgn0001180	FBgn0033571	11.0	11.0	0.078273618552809732	0.54770056092205122	1.0
FBgn0005558	FBgn0034194	11.0	11.0	0.079134005218112036	0.54769552221339091	1.0
FBgn0013263	FBgn0039830	-11.0	11.0	0.073894544559752418	0.5475022633554224	1.0
FBgn0005660	FBgn0032451	11.0	11.0	0.072604456751245439	0.54748544057005677	1.0
FBgn0024250	FBgn0035252	11.0	11.0	0.076204460436728461	0.54748511549207868	1.0
FBgn0004870	FBgn0031489	11.0	11.0	0.074304479873960827	0.54744350551088439	1.0
FBgn0035407	FBgn0032746	-11.0	11.0	0.068241590351085402	0.54742489479663936	1.0
FBgn0003396	FBgn0028990	-11.0	11.0	0.080275166278057808	0.547421237669386	1.0
FBgn0031232	FBgn0034902	11.0	11.0	0.070919673810694972	0.54741359833690106	1.0
FBgn0035407	FBgn0025814	11.0	11.0	0.069217397081425269	0.54740652789087785	1.0
FBgn0030673	FBgn0035906	11.0	11.0	0.076007879316381088	0.54738938002753412	1.0
FBgn0261703	FBgn0039241	11.0	11.0	0.068813250033085138	0.54738572290028076	1.0
FBgn0036423	FBgn0023083	-11.0	11.0	0.063865444561721885	0.54735337764146175	1.0
FBgn0001981	FBgn0004914	11.0	11.0	0.072238472592930147	0.54734110594778917	1.0
FBgn0004865	FBgn0261560	11.0	11.0	0.070502443218745769	0.54732712759473179	1.0
FBgn0023094	FBgn0039492	-11.0	11.0	0.073244530561076659	0.54731388066712505	1.0
FBgn0005694	FBgn0014184	11.0	11.0	0.063481472100048231	0.54728121033032795	1.0
FBgn0004396	FBgn0002609	11.0	11.0	0.075814326903005991	0.54726487516192945	1.0
FBgn0001981	FBgn0285955	-11.0	11.0	0.06562191764113201	0.54724553302223367	1.0
FBgn0043457	FBgn0010453	11.0	11.0	0.075493891661197021	0.54724276985942	1.0
FBgn0027364	FBgn0031974	-11.0	11.0	0.082140611712618938	0.54723074197423105	1.0
FBgn0004396	FBgn0016693	-11.0	11.0	0.07353742610558367	0.54720798651576552	1.0
FBgn0001325	FBgn0015925	-11.0	11.0	0.071277960402310048	0.54718701898617927	1.0
FBgn0022935	FBgn0039507	11.0	11.0	0.072060136827503285	0.54711379517161685	1.0
FBgn0003507	FBgn0032292	11.0	11.0	0.073818446825737349	0.54711021931385795	1.0
FBgn0032940	FBgn0001257	-11.0	11.0	0.075873171808079398	0.54708104356532528	1.0
FBgn0023094	FBgn0013746	11.0	11.0	0.072358954967127964	0.54706592743934457	1.0
FBgn0034946	FBgn0034925	11.0	11.0	0.07630566599708577	0.54704430975380214	1.0
FBgn0004198	FBgn0039920	11.0	11.0	0.06612005070792254	0.54690460749272229	1.0
FBgn0036423	FBgn0026620	-11.0	11.0	0.068259719722415846	0.54688063299183887	1.0
FBgn0037207	FBgn0038808	-11.0	11.0	0.064753680144663095	0.54686746733372671	0.0
FBgn0005694	FBgn0085423	11.0	11.0	0.069680853645740892	0.54684487441425012	1.0
FBgn0004396	FBgn0004133	-11.0	11.0	0.066081904800303626	0.54683406557147896	1.0
FBgn0001981	FBgn0027865	-11.0	11.0	0.069475285544547571	0.54681488597077221	1.0
