regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
FBgn0032940	FBgn0014020	14.0	14.0	0.082224069450104187	0.6950754071354327	1.0
FBgn0043457	FBgn0041092	14.0	14.0	0.083026641015602698	0.69480574572783849	1.0
FBgn0001981	FBgn0013325	13.0	13.0	0.15837947611941583	0.64921719318500604	0.0
FBgn0000567	FBgn0003137	13.0	13.0	0.16126725693348848	0.64912659547889739	0.0
FBgn0017578	FBgn0285950	13.0	13.0	0.14540145471319982	0.64890447122062611	0.0
FBgn0032587	FBgn0032987	-13.0	13.0	0.14614100559108478	0.64873670558602003	0.0
FBgn0001981	FBgn0003884	13.0	13.0	0.16338692633981861	0.64870600895147967	1.0
FBgn0001981	FBgn0037328	13.0	13.0	0.12133282237549481	0.64840138748788123	1.0
FBgn0017578	FBgn0261599	13.0	13.0	0.11400207765969705	0.64813343144887259	1.0
FBgn0003028	FBgn0267727	13.0	13.0	0.12074130294205049	0.64807289086408471	1.0
FBgn0030505	FBgn0003274	13.0	13.0	0.1034886504785601	0.64785161929010626	1.0
FBgn0003053	FBgn0037537	13.0	13.0	0.10872529047148694	0.64772158493545606	1.0
FBgn0032940	FBgn0032666	13.0	13.0	0.10894485432103523	0.64769238049842803	1.0
FBgn0001981	FBgn0027865	-13.0	13.0	0.10408834593068239	0.64766509460105881	1.0
FBgn0038787	FBgn0033906	13.0	13.0	0.11826365973357483	0.6476574204424238	1.0
FBgn0004510	FBgn0040660	13.0	13.0	0.1023772646761677	0.64698934229902449	1.0
FBgn0001981	FBgn0259740	13.0	13.0	0.096531820745431041	0.6469786837453646	1.0
FBgn0003507	FBgn0026418	13.0	13.0	0.089737429420239545	0.64692688317457769	1.0
FBgn0001981	FBgn0015773	-13.0	13.0	0.11250182064714104	0.64690172898794052	1.0
FBgn0004865	FBgn0035237	13.0	13.0	0.099253646946185048	0.64688467530208471	1.0
FBgn0036900	FBgn0011817	13.0	13.0	0.088938056411347832	0.64675016435489741	1.0
FBgn0032587	FBgn0001123	13.0	13.0	0.095506520528229943	0.64655170208575108	1.0
FBgn0040918	FBgn0040529	13.0	13.0	0.10062838233866772	0.64638990524119455	1.0
FBgn0001981	FBgn0052672	13.0	13.0	0.093461543412566017	0.64631103194411166	1.0
FBgn0000567	FBgn0016685	-13.0	13.0	0.088888205384275998	0.64622000789585654	1.0
FBgn0038766	FBgn0033663	13.0	13.0	0.089816830622195143	0.64618696637951101	1.0
FBgn0036900	FBgn0034723	13.0	13.0	0.07615094276555856	0.64618355564233987	1.0
FBgn0029822	FBgn0028697	-13.0	13.0	0.0893569119628988	0.64605053689266501	1.0
FBgn0004865	FBgn0265276	13.0	13.0	0.092888715783988329	0.64596249723943455	1.0
FBgn0004396	FBgn0015229	-13.0	13.0	0.091463299224647132	0.6459153864322581	1.0
FBgn0001981	FBgn0005640	-13.0	13.0	0.084343443623155434	0.64577170912892334	1.0
FBgn0035144	FBgn0039265	13.0	13.0	0.08100036547978956	0.64576147691740982	1.0
FBgn0005694	FBgn0026160	13.0	13.0	0.076867615340490469	0.64569859145081676	1.0
FBgn0004396	FBgn0013718	-13.0	13.0	0.082515179600976152	0.64566981335593521	1.0
FBgn0001981	FBgn0014184	13.0	13.0	0.082841211645997448	0.64562611328592978	1.0
FBgn0002985	FBgn0032643	13.0	13.0	0.078836641746519498	0.64555853805572638	1.0
FBgn0036423	FBgn0062978	-13.0	13.0	0.078525602962742025	0.64551249310391579	1.0
FBgn0001981	FBgn0000253	13.0	13.0	0.085195043254338354	0.6451413622654798	1.0
FBgn0029822	FBgn0034138	-13.0	13.0	0.075179550584677013	0.64495718245823763	1.0
FBgn0013263	FBgn0016032	13.0	13.0	0.078596392705756857	0.64475637530728613	1.0
FBgn0036423	FBgn0085370	-13.0	13.0	0.071398565917960566	0.64455450230096856	1.0
FBgn0004170	FBgn0003137	12.0	12.0	0.13542167286218809	0.59921727845343531	0.0
FBgn0040918	FBgn0034968	-12.0	12.0	0.12802944117471976	0.59895443852018349	0.0
FBgn0003870	FBgn0027601	12.0	12.0	0.11629938929392136	0.59857137010164851	1.0
FBgn0017578	FBgn0032987	12.0	12.0	0.10132991256918	0.59845604455104895	0.0
FBgn0013263	FBgn0259173	12.0	12.0	0.11299859795993411	0.59844559916846229	1.0
FBgn0005558	FBgn0259789	12.0	12.0	0.10590754582057965	0.59830256137834714	1.0
FBgn0037206	FBgn0010411	-12.0	12.0	0.11340771904800639	0.59818872802525991	1.0
FBgn0000567	FBgn0015399	12.0	12.0	0.1010315510737485	0.59817529824764848	1.0
FBgn0000015	FBgn0025638	12.0	12.0	0.10636560570260439	0.59809940934559036	1.0
FBgn0035160	FBgn0000579	-12.0	12.0	0.11222380542751503	0.59803119460216736	1.0
FBgn0034599	FBgn0026199	12.0	12.0	0.10754001068033542	0.59758779876991763	1.0
FBgn0004396	FBgn0010213	12.0	12.0	0.094226094388006276	0.59748014737795319	0.0
FBgn0037446	FBgn0085813	-12.0	12.0	0.097231612017052216	0.59743090486004469	0.0
FBgn0030505	FBgn0039970	-12.0	12.0	0.099374771293218367	0.5974253624121415	0.0
FBgn0003507	FBgn0052000	12.0	12.0	0.090999408293967521	0.59740447164696819	1.0
FBgn0003507	FBgn0031992	12.0	12.0	0.097314316641757215	0.59739232089579597	1.0
FBgn0004396	FBgn0020255	12.0	12.0	0.082607724093248069	0.59705636328443756	1.0
FBgn0004870	FBgn0035936	12.0	12.0	0.084941252926924393	0.5968772995829521	1.0
FBgn0003870	FBgn0033179	12.0	12.0	0.091480921449547781	0.59681356143206621	1.0
FBgn0003567	FBgn0011336	12.0	12.0	0.09157792172935364	0.59679970531230842	1.0
FBgn0036423	FBgn0037016	-12.0	12.0	0.084995717497917733	0.59678734139006295	1.0
FBgn0000504	FBgn0033663	12.0	12.0	0.077700324808606613	0.59666732607585304	1.0
FBgn0004396	FBgn0014184	-12.0	12.0	0.077361579113037759	0.59666647339156031	1.0
FBgn0030673	FBgn0034399	12.0	12.0	0.078951849419975073	0.59664856702141178	1.0
FBgn0001981	FBgn0011837	12.0	12.0	0.085014405098577439	0.5964920994536852	1.0
FBgn0032940	FBgn0034138	-12.0	12.0	0.071860427433399598	0.59625398736492419	1.0
FBgn0030505	FBgn0037270	12.0	12.0	0.084056674870874593	0.5962471658905818	1.0
FBgn0003345	FBgn0029176	-12.0	12.0	0.085368071774566179	0.59605573826685099	1.0
FBgn0004510	FBgn0028582	-12.0	12.0	0.083359497657102988	0.59602568114553023	1.0
FBgn0002985	FBgn0027338	12.0	12.0	0.076952223208609838	0.5960160884472363	1.0
FBgn0004396	FBgn0261800	-12.0	12.0	0.072676342666652904	0.595896712646246	1.0
FBgn0004198	FBgn0000181	-12.0	12.0	0.073009682067430415	0.59589372825122122	1.0
FBgn0001981	FBgn0023528	-12.0	12.0	0.081631680333223988	0.59572830749842043	1.0
FBgn0032940	FBgn0086758	-12.0	12.0	0.067543313919700421	0.59565028688563026	1.0
FBgn0033616	FBgn0023170	12.0	12.0	0.076952456833976113	0.59563770979231168	1.0
FBgn0004396	FBgn0285955	-12.0	12.0	0.07087350843809137	0.59527126871748604	1.0
FBgn0004865	FBgn0265523	12.0	12.0	0.075641620008758459	0.59517555490562069	1.0
FBgn0004396	FBgn0040491	-11.0	11.0	0.2225839918393539	0.54989162382638668	0.0
FBgn0017578	FBgn0035753	11.0	11.0	0.14789885019913568	0.54953562813414769	0.0
FBgn0001981	FBgn0034743	11.0	11.0	0.13230900337987894	0.54929367896606918	0.0
FBgn0040918	FBgn0002593	-11.0	11.0	0.13489501375777957	0.54924592864567301	0.0
FBgn0002922	FBgn0037636	-11.0	11.0	0.11539941325373315	0.54901549071554712	0.0
FBgn0017578	FBgn0039713	11.0	11.0	0.10073999580242493	0.54892041641690126	0.0
FBgn0017578	FBgn0011284	11.0	11.0	0.10053548863714323	0.54884282214625757	0.0
FBgn0032223	FBgn0259984	11.0	11.0	0.10857692311931405	0.54881297819600994	0.0
FBgn0001981	FBgn0000150	11.0	11.0	0.11477904817732626	0.54857934269978603	1.0
FBgn0013753	FBgn0034638	11.0	11.0	0.09510951602219353	0.5485292474975848	1.0
FBgn0001981	FBgn0038834	11.0	11.0	0.10442972636102266	0.54852349187860849	1.0
FBgn0017578	FBgn0003942	11.0	11.0	0.087923412818104396	0.54824594314130604	0.0
FBgn0002922	FBgn0031245	11.0	11.0	0.09685777830929343	0.54822526554720585	1.0
FBgn0040918	FBgn0261599	-11.0	11.0	0.10321696084532395	0.54808542532318871	1.0
FBgn0036900	FBgn0015609	11.0	11.0	0.094784168911589584	0.54807711165133399	1.0
FBgn0037206	FBgn0261592	-11.0	11.0	0.094969526770482315	0.54804172525318329	1.0
FBgn0035144	FBgn0031529	11.0	11.0	0.10060149178284805	0.54798630077415211	1.0
FBgn0003345	FBgn0266801	11.0	11.0	0.091761538790159081	0.54791169089853309	1.0
FBgn0017578	FBgn0028371	-11.0	11.0	0.096823361954418874	0.54779103607110369	1.0
FBgn0003028	FBgn0039735	11.0	11.0	0.087937105608972554	0.54774477794821985	1.0
FBgn0017578	FBgn0015834	11.0	11.0	0.098544893865717187	0.54774349892178076	1.0
FBgn0004870	FBgn0040890	11.0	11.0	0.089581463851223231	0.54772431352519302	1.0
FBgn0034946	FBgn0030518	11.0	11.0	0.088058762982771377	0.54764693242562246	1.0
FBgn0261113	FBgn0260944	11.0	11.0	0.099051172861078562	0.54752009563707027	1.0
FBgn0011236	FBgn0259923	11.0	11.0	0.08079484266501552	0.54749813901653099	1.0
FBgn0005558	FBgn0027601	11.0	11.0	0.090562233858061725	0.54746211310516069	1.0
FBgn0004396	FBgn0283521	-11.0	11.0	0.078843763352599405	0.5474154286401306	1.0
FBgn0001981	FBgn0037989	-11.0	11.0	0.075782704801808931	0.54739496421710365	1.0
FBgn0000459	FBgn0021768	11.0	11.0	0.08162199871045045	0.54732610996046105	1.0
FBgn0040765	FBgn0001942	11.0	11.0	0.087188956898524794	0.54731033530104445	1.0
FBgn0015239	FBgn0037270	11.0	11.0	0.080444402120174785	0.54729349478626188	1.0
FBgn0036900	FBgn0037913	-11.0	11.0	0.074248346386735553	0.5472715381657226	1.0
FBgn0001981	FBgn0015778	-11.0	11.0	0.090472641314254754	0.54717497166956441	1.0
FBgn0037722	FBgn0010602	11.0	11.0	0.079682354411687695	0.54713191111277859	1.0
FBgn0001235	FBgn0036165	11.0	11.0	0.075631962807534203	0.54706859930403906	1.0
FBgn0052105	FBgn0034138	-11.0	11.0	0.078878056868634749	0.54698951283588304	1.0
FBgn0033010	FBgn0010590	11.0	11.0	0.081346954831719831	0.54695540546417154	1.0
FBgn0033782	FBgn0004635	11.0	11.0	0.075464659742804252	0.54675736953717147	1.0
FBgn0001981	FBgn0014020	-11.0	11.0	0.08750680535862071	0.54674095536453537	1.0
FBgn0001981	FBgn0003345	11.0	11.0	0.074248147127866093	0.5467064216506774	1.0
FBgn0043457	FBgn0022238	11.0	11.0	0.082073674039423339	0.54667934892438141	1.0
FBgn0023094	FBgn0028582	11.0	11.0	0.075179749940330776	0.54655997312339111	1.0
FBgn0000166	FBgn0030955	11.0	11.0	0.073975312783311431	0.54654185358216933	1.0
FBgn0004396	FBgn0259740	11.0	11.0	0.080411197068106899	0.54653545844997342	1.0
FBgn0005694	FBgn0260745	11.0	11.0	0.065509411722325495	0.54650177742040829	1.0
FBgn0001981	FBgn0026084	-11.0	11.0	0.073708547624875942	0.54647918128664941	1.0
FBgn0037446	FBgn0031968	11.0	11.0	0.07546542990305577	0.54645615881074416	1.0
FBgn0023094	FBgn0266449	11.0	11.0	0.075767437833597795	0.5464412368356204	1.0
FBgn0010768	FBgn0022097	11.0	11.0	0.078986935939975578	0.54640883483249447	1.0
FBgn0036900	FBgn0031952	11.0	11.0	0.069057254213317432	0.54639902896312742	1.0
FBgn0036900	FBgn0283680	11.0	11.0	0.075066872565847209	0.54638261479049122	1.0
FBgn0003053	FBgn0262801	11.0	11.0	0.073245813749174715	0.54634317814194977	1.0
FBgn0038418	FBgn0262716	11.0	11.0	0.080132808385986909	0.54624149554003476	1.0
FBgn0004652	FBgn0033179	11.0	11.0	0.080359440740054355	0.54623893748715646	1.0
FBgn0028996	FBgn0040512	11.0	11.0	0.065883756282541617	0.54623126332852134	1.0
FBgn0001981	FBgn0261560	11.0	11.0	0.071224201975695733	0.54613405731914355	1.0
FBgn0036423	FBgn0263873	-11.0	11.0	0.068416709583169588	0.54599187221332113	1.0
FBgn0001981	FBgn0004432	11.0	11.0	0.070197190699920531	0.54596842339526952	1.0
FBgn0004510	FBgn0263102	-11.0	11.0	0.073063558297315923	0.54594604043258377	1.0
FBgn0043457	FBgn0040754	11.0	11.0	0.065387282192980845	0.54590830915262789	1.0
FBgn0034945	FBgn0052446	-11.0	11.0	0.068097885910917533	0.54561370672946974	1.0
FBgn0002735	FBgn0043012	-11.0	11.0	0.070609006616635384	0.54559601353039433	0.0
FBgn0001981	FBgn0283499	11.0	11.0	0.071891717869517535	0.54555401882897459	1.0
FBgn0032940	FBgn0032297	11.0	11.0	0.069003880608922596	0.5454493518320348	1.0
FBgn0017578	FBgn0261592	10.0	10.0	0.056329487210881934	0.49950629579447581	0.0
FBgn0001981	FBgn0000308	10.0	10.0	0.057993827906120676	0.49946451426412919	0.0
FBgn0017578	FBgn0003274	10.0	10.0	0.063069155155727474	0.49946131669803123	0.0
FBgn0017578	FBgn0004867	10.0	10.0	0.061502043494978453	0.49938031169021641	0.0
FBgn0017578	FBgn0010078	10.0	10.0	0.039848409502803939	0.49934897554245644	0.0
FBgn0001981	FBgn0025525	-10.0	10.0	0.049935157734292301	0.49917055135419058	0.0
FBgn0001981	FBgn0003279	10.0	10.0	0.040337633279451834	0.4988565503633714	0.0
FBgn0013799	FBgn0053129	-10.0	10.0	0.039557976338732204	0.49884290741468679	0.0
FBgn0017578	FBgn0029785	10.0	10.0	0.050014709309579186	0.49882329567595268	0.0
FBgn0040918	FBgn0002732	-10.0	10.0	0.050451225398376431	0.4987804482902401	0.0
FBgn0037446	FBgn0001942	10.0	10.0	0.041502933532856001	0.49874506189208939	1.0
FBgn0013469	FBgn0267001	10.0	10.0	0.050606279151825029	0.49864465831661364	1.0
FBgn0040918	FBgn0036213	-10.0	10.0	0.047210905066196629	0.49863506561831977	0.0
FBgn0001981	FBgn0040007	-10.0	10.0	0.05585289878204569	0.49860394264163299	0.0
FBgn0036900	FBgn0039857	-10.0	10.0	0.052644576783173969	0.49860031873338867	1.0
FBgn0003870	FBgn0003279	10.0	10.0	0.049091592544113827	0.49830678216559643	1.0
FBgn0024321	FBgn0016691	10.0	10.0	0.048744097850997037	0.49829889483588813	1.0
FBgn0001981	FBgn0285949	10.0	10.0	0.033155697083832147	0.49813027651698932	0.0
FBgn0035849	FBgn0036887	10.0	10.0	0.042760023033866168	0.49811343600220676	1.0
FBgn0032587	FBgn0003941	-10.0	10.0	0.044480983904583327	0.49809062669737469	0.0
FBgn0004859	FBgn0040091	10.0	10.0	0.042008662078317272	0.49802390415146403	0.0
FBgn0002733	FBgn0026418	10.0	10.0	0.047997002759743224	0.49794524402545431	1.0
FBgn0032940	FBgn0011260	10.0	10.0	0.040381239663128898	0.49778344718089784	1.0
FBgn0027339	FBgn0010411	10.0	10.0	0.043060886488769878	0.49771693780606036	1.0
