regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
FBgn0001981	FBgn0259176	20.0	20.0	0.24005980661826926	0.99927976739992075	1.0
FBgn0040918	FBgn0034743	-20.0	20.0	0.33747405731464669	0.99912825850131692	0.0
FBgn0001981	FBgn0086690	-20.0	20.0	0.21293975921594005	0.9988450273140016	1.0
FBgn0001981	FBgn0014026	20.0	20.0	0.22327119889500013	0.99883824333346716	1.0
FBgn0004396	FBgn0037989	-20.0	20.0	0.21638280541114319	0.99861663330267347	1.0
FBgn0004396	FBgn0261822	-20.0	20.0	0.21961217982827491	0.9985844093951346	1.0
FBgn0001981	FBgn0267795	20.0	20.0	0.22192426309455188	0.99833396744706937	1.0
FBgn0036900	FBgn0265297	20.0	20.0	0.22226985194996168	0.99785569681938724	1.0
FBgn0001981	FBgn0000097	20.0	20.0	0.18851856972567266	0.99764595875452899	1.0
FBgn0001981	FBgn0284243	20.0	20.0	0.17977679090848081	0.99756794297838225	1.0
FBgn0004396	FBgn0020503	-20.0	20.0	0.17083857047848122	0.99706649375054057	1.0
FBgn0001981	FBgn0052666	-20.0	20.0	0.15447294749845358	0.99694833942289807	1.0
FBgn0035691	FBgn0000181	-20.0	20.0	0.15249807822746725	0.99694494743263085	1.0
FBgn0036900	FBgn0064225	-20.0	20.0	0.1970928944442743	0.99686806231990654	1.0
FBgn0004396	FBgn0005640	-20.0	20.0	0.17538024147121595	0.99676969460215625	1.0
FBgn0004396	FBgn0243512	-20.0	20.0	0.15980329117790937	0.99673407870435016	1.0
FBgn0001981	FBgn0028582	-20.0	20.0	0.17495092413348923	0.99634626115046132	1.0
FBgn0001981	FBgn0263396	20.0	20.0	0.16597182320157156	0.99610486450977542	1.0
FBgn0001981	FBgn0036576	20.0	20.0	0.15140656796105439	0.996057376646034	1.0
FBgn0004396	FBgn0014184	-20.0	20.0	0.14679574914464599	0.9956899110337486	1.0
FBgn0001981	FBgn0264895	20.0	20.0	0.16182720686312568	0.99561811390642518	1.0
FBgn0001981	FBgn0003360	20.0	20.0	0.153228928218621	0.99555649274990343	1.0
FBgn0001981	FBgn0004646	-20.0	20.0	0.12718861902671846	0.99541176783183416	1.0
FBgn0038766	FBgn0004432	20.0	20.0	0.14211033611608365	0.99485095877431562	1.0
FBgn0004510	FBgn0263102	-20.0	20.0	0.12160937882890865	0.99412450752541304	1.0
FBgn0004396	FBgn0032297	-20.0	20.0	0.11603066268900047	0.99321149681181187	1.0
FBgn0001981	FBgn0086758	20.0	20.0	0.10610357973887696	0.99267669301300887	1.0
FBgn0003870	FBgn0015756	19.0	19.0	0.24319782408211582	0.94865883531491524	0.0
FBgn0003870	FBgn0011272	19.0	19.0	0.21805044677970287	0.94847142785264971	1.0
FBgn0040918	FBgn0260441	-19.0	19.0	0.21491614199534564	0.9484550332330246	0.0
FBgn0040918	FBgn0035422	-19.0	19.0	0.20152465170256656	0.94828515105380662	0.0
FBgn0036900	FBgn0000100	-19.0	19.0	0.17309725174032403	0.94735291906202423	1.0
FBgn0004396	FBgn0034709	-19.0	19.0	0.16485499870587139	0.94724805002959511	1.0
FBgn0035691	FBgn0283680	19.0	19.0	0.18503477400804313	0.94677458472145826	1.0
FBgn0015904	FBgn0260439	19.0	19.0	0.14369695721554626	0.9466742383427188	1.0
FBgn0004396	FBgn0016797	-19.0	19.0	0.14968368310583424	0.94665134240841486	1.0
FBgn0004396	FBgn0001269	-19.0	19.0	0.14295765806852401	0.94514727739074544	1.0
FBgn0001981	FBgn0039776	-19.0	19.0	0.1355672234524179	0.94510459484654918	1.0
FBgn0004396	FBgn0036334	19.0	19.0	0.13205063572532716	0.94467720407287581	1.0
FBgn0004396	FBgn0263392	-19.0	19.0	0.11669680376784441	0.94398241139980088	1.0
FBgn0035691	FBgn0004635	18.0	18.0	0.25580706539439874	0.89934381948280062	1.0
FBgn0040918	FBgn0034968	-18.0	18.0	0.23752613556600527	0.89932544620218635	0.0
FBgn0040918	FBgn0261597	-18.0	18.0	0.27185326020458644	0.89929520095563675	0.0
FBgn0040918	FBgn0010408	-18.0	18.0	0.21090196875289124	0.89899359648770716	0.0
FBgn0040918	FBgn0285950	-18.0	18.0	0.20078413167150083	0.89879855704734035	0.0
FBgn0004396	FBgn0028342	18.0	18.0	0.18496703292382632	0.89815888421610823	1.0
FBgn0004396	FBgn0003165	-18.0	18.0	0.17364653783895717	0.89752995268738911	1.0
FBgn0035691	FBgn0019936	-18.0	18.0	0.170069210063864	0.89737816112292967	1.0
FBgn0040918	FBgn0004403	-18.0	18.0	0.14844468946693073	0.89732162795180881	1.0
FBgn0036900	FBgn0031673	18.0	18.0	0.15692397032344158	0.89708475396481258	1.0
FBgn0001981	FBgn0052672	18.0	18.0	0.15183721292020308	0.89668252045228802	1.0
FBgn0004510	FBgn0014026	18.0	18.0	0.14469608212441348	0.89655051549772091	1.0
FBgn0004510	FBgn0002579	18.0	18.0	0.13166275759769702	0.89557927561786521	1.0
FBgn0036900	FBgn0032518	-18.0	18.0	0.12360803464861175	0.89556881698120783	1.0
FBgn0004666	FBgn0032444	18.0	18.0	0.13069351030981535	0.89540430545324623	1.0
FBgn0004510	FBgn0010198	18.0	18.0	0.11857448858745884	0.89529943642081711	1.0
FBgn0036423	FBgn0037016	-18.0	18.0	0.12591097624658315	0.89522650863007125	1.0
FBgn0043457	FBgn0261822	18.0	18.0	0.11018506148366713	0.89462414769177889	1.0
FBgn0001981	FBgn0033699	18.0	18.0	0.11042428477646726	0.8946159503819664	1.0
FBgn0004396	FBgn0052666	-18.0	18.0	0.10917358046843317	0.89446783347362979	1.0
FBgn0004396	FBgn0040773	18.0	18.0	0.099217163301723199	0.89352768683789052	1.0
FBgn0003345	FBgn0001257	18.0	18.0	0.099633431793694993	0.89280971556465616	1.0
FBgn0040918	FBgn0261592	-17.0	17.0	0.20751626141306762	0.84869942613177995	0.0
FBgn0040918	FBgn0002626	-17.0	17.0	0.15254454949834478	0.84746163235008953	0.0
FBgn0040918	FBgn0026372	-17.0	17.0	0.19194415220050104	0.84742997377426188	0.0
FBgn0035405	FBgn0266376	17.0	17.0	0.17305715313248848	0.84740481651311317	1.0
FBgn0045759	FBgn0034083	17.0	17.0	0.15682614839785058	0.84701445496652383	1.0
FBgn0004396	FBgn0025879	-17.0	17.0	0.14185956006056771	0.84633520891550718	1.0
FBgn0038197	FBgn0040529	17.0	17.0	0.13383292523047463	0.84626341178818376	1.0
FBgn0001168	FBgn0024811	17.0	17.0	0.14655282572477196	0.8461545854337762	1.0
FBgn0001981	FBgn0031011	17.0	17.0	0.1240456319422939	0.84598639924969177	1.0
FBgn0032223	FBgn0262801	17.0	17.0	0.11793883310817888	0.84592082077119157	1.0
FBgn0001981	FBgn0283741	17.0	17.0	0.11376014589018357	0.84565228820836769	1.0
FBgn0001981	FBgn0016693	-17.0	17.0	0.12036471756156697	0.84562091229839564	1.0
FBgn0003053	FBgn0262801	17.0	17.0	0.11677901374113031	0.84561780297398403	1.0
FBgn0023094	FBgn0086686	-17.0	17.0	0.12617651176889272	0.84533881177450276	1.0
FBgn0035691	FBgn0026181	17.0	17.0	0.11916983136732923	0.84520200150039038	1.0
FBgn0004396	FBgn0259735	-17.0	17.0	0.1125860636973714	0.84488880773238106	1.0
FBgn0036423	FBgn0263873	-17.0	17.0	0.10687147424654198	0.84417620711040309	1.0
FBgn0032940	FBgn0010303	-17.0	17.0	0.095214859202770508	0.84398512499201472	1.0
FBgn0004396	FBgn0011726	17.0	17.0	0.08207896957027061	0.84243752943258221	1.0
FBgn0001981	FBgn0023526	16.0	16.0	0.22974904426766646	0.79950199929559673	1.0
FBgn0040918	FBgn0010412	-16.0	16.0	0.24870927330100506	0.79945338076843275	0.0
FBgn0032587	FBgn0029897	-16.0	16.0	0.21609674408350854	0.79931374383576437	0.0
FBgn0003870	FBgn0000635	-16.0	16.0	0.2194218580606575	0.79920406948378997	0.0
FBgn0001981	FBgn0259789	16.0	16.0	0.21336055467668252	0.79862714847250194	1.0
FBgn0040918	FBgn0037686	-16.0	16.0	0.17180740243092346	0.79841910640277736	0.0
FBgn0036900	FBgn0002590	-16.0	16.0	0.19074536621843852	0.79833374131438495	1.0
FBgn0040918	FBgn0032987	-16.0	16.0	0.14693560206333889	0.79770000446612055	0.0
FBgn0040918	FBgn0261602	-16.0	16.0	0.12293721306844629	0.79623014201697917	0.0
FBgn0004396	FBgn0003360	16.0	16.0	0.11169037073033039	0.79613262229679571	1.0
FBgn0035691	FBgn0022361	16.0	16.0	0.12009605890513936	0.79594464950281907	1.0
FBgn0036900	FBgn0039857	-16.0	16.0	0.13608231369874263	0.79564530636173425	1.0
FBgn0043457	FBgn0011591	16.0	16.0	0.11003188474407594	0.79562382375670837	1.0
FBgn0043457	FBgn0261113	-16.0	16.0	0.10504666855692019	0.79550369076807659	1.0
FBgn0005694	FBgn0031090	16.0	16.0	0.10539487768154904	0.79518936633664483	1.0
FBgn0043457	FBgn0041092	16.0	16.0	0.10749982305337735	0.79515968642180646	1.0
FBgn0001981	FBgn0264491	-16.0	16.0	0.11098422868379287	0.79511078522878686	1.0
FBgn0001981	FBgn0034142	-16.0	16.0	0.10517387472508172	0.79497821494250864	1.0
FBgn0001981	FBgn0261552	16.0	16.0	0.10451570854665593	0.79483122869759448	1.0
FBgn0004396	FBgn0014020	-16.0	16.0	0.098381104371916828	0.79445415244621853	1.0
FBgn0001981	FBgn0000253	16.0	16.0	0.10689846762010624	0.79416555060764682	1.0
FBgn0037672	FBgn0260439	16.0	16.0	0.096817861036631259	0.79415452663927821	1.0
